Time (s),Mass (g),HRR (kW/m2),TC Top (K),TC 8.6mm (K),TC 17.2mm (K)
1588,9.635503,36.79759403,903.185,1035.413,929.145
1589,9.599775,34.10885638,915.878,1035.943,929.275
1590,9.592022,33.46993699,912.44,1036.569,929.433
1591,9.56147,33.77766025,900.768,1035.974,929.565
1592,9.52953,36.48118858,908.933,1036.55,929.726
1593,9.475669,34.30230445,908.717,1036.657,929.733
1594,9.459137,34.25832851,907.837,1037.816,929.823
1595,9.420766,34.44605777,923.519,1037.88,930.017
1596,9.379027,33.84927087,928.7,1037.706,930.209
1597,9.396255,32.13873055,910.073,1038.093,930.372
1598,9.365988,35.85742675,905.226,1038.069,930.444
1599,9.345333,32.58112445,888.063,1038.167,930.468
1600,9.333584,33.62087806,894.723,1038.381,930.573
1601,9.345989,33.17812479,898.538,1037.876,930.739
1602,9.319859,33.68100836,896.666,1037.786,930.868
1603,9.291648,31.65465971,891.879,1037.63,931.026
1604,9.209609,34.71131483,889.016,1037.644,931.05
1605,9.211363,30.72985538,878.187,1037.546,931.153
1606,9.219167,32.18809495,874.95,1036.749,931.309
1607,9.200899,32.81367234,896.369,1036.394,931.433
1608,9.124476,32.47371972,886.295,1036.715,931.506
1609,9.1103,31.68844014,885.504,1036.755,931.517
1610,9.134355,34.424716,875.821,1037.23,931.676
1611,9.07872,30.92022802,882.039,1036.779,931.754
1612,9.079739,30.9335651,884.531,1036.649,931.907
1613,9.040594,34.08635034,884.811,1037.006,932.045
1614,9.053141,33.68780103,885.15,1037.008,932.054
1615,9.050596,32.59334782,888.249,1036.953,932.179
1616,9.083695,32.4690139,880.449,1036.441,932.31
1617,9.038656,33.18527724,881.182,1037.696,932.474
1618,8.983356,32.48307407,866.573,1037.416,932.596
1619,9.031434,35.10919337,868.168,1037.313,932.607
1620,9.459594,31.27225281,878.215,1036.634,932.688
1621,9.738689,34.68922911,872.384,1036.596,932.839
1622,9.739202,33.19866849,873.033,1036.616,932.964
1623,9.740296,31.34684656,883.258,1037.124,933.058
1624,9.73683,31.93318433,881.629,1037.194,933.068
1625,9.709917,31.33572364,866.977,1037.989,933.204
1626,9.652435,30.70064163,887.332,1038.032,933.295
1627,9.614784,31.74397878,868.235,1038.71,933.444
1628,9.554006,33.58339809,862.448,1038.187,933.572
1629,9.560924,30.59219214,862.069,1037.857,933.596
1630,9.517875,32.96397253,862.845,1035.959,933.738
1631,9.474787,31.45621424,877.063,1035.297,933.844
1632,9.426286,31.01078119,883.028,1036.69,933.963
1633,9.403617,31.27325039,858.209,1037.613,934.083
1634,9.40744,33.80281805,867.494,1037.599,934.172
1635,9.433938,30.9264857,866.94,1037.43,934.198
1636,9.473338,32.6555444,863.563,1036.873,934.337
1637,9.493174,32.3397492,859.627,1038.129,934.433
1638,9.568276,34.13759516,854.108,1038.697,934.611
1639,9.671755,33.74655852,848.039,1039.301,934.677
1640,9.739733,36.24237681,853.456,1039.364,934.701
1641,9.743757,32.64824781,882.357,1039.796,934.839
1642,9.664004,31.93404348,877.741,1041.603,934.971
1643,9.623141,34.79981905,869.71,1043.605,935.076
1644,9.579121,33.00807342,888.046,1042.977,935.239
1645,9.678084,31.8785749,889.149,1042.808,935.255
1646,9.671602,35.38478796,892.454,1041.008,935.39
1647,9.672626,32.22168516,872.648,1039.719,935.561
1648,9.599543,32.70637021,882.377,1040.141,935.675
1649,9.583743,32.84066663,866.398,1040.484,935.84
1650,9.549803,34.84734109,866.427,1040.515,935.85
1651,9.487419,31.76570888,864.664,1040.699,935.964
1652,9.496294,32.79398255,850.686,1039.647,936.083
1653,9.454148,32.42746568,856.159,1039.571,936.242
1654,9.382603,33.62131955,863.251,1041.591,936.338
1655,9.383833,31.00383364,861.055,1041.496,936.381
1656,9.349893,34.35199716,855.331,1040.966,936.546
1657,9.324019,32.01515071,867.28,1039.598,936.642
1658,9.259714,32.20644677,856.875,1039.089,936.778
1659,9.207488,33.30936716,853.978,1040.124,936.968
1660,9.231362,32.98321115,840.567,1040.11,937.062
1661,9.271028,30.01122944,842.256,1040.065,937.076
1662,9.21458,33.4427621,860.946,1039.506,937.238
1663,9.228121,32.36846224,864.512,1038.846,937.362
1664,9.219444,30.25498209,853.744,1039.366,937.523
1665,9.180542,32.14416217,847.687,1039.005,937.632
1666,9.147195,32.30963269,847.687,1039.005,937.632
1667,9.141272,29.33304534,849.261,1041.122,937.748
1668,9.126217,30.96283185,843.001,1041.479,937.915
1669,9.043706,33.4705842,840.91,1041.284,938.06
1670,9.027499,30.57860714,856.439,1041.881,938.184
1671,9.050604,32.06389738,856.028,1041.956,938.198
1672,9.037612,30.55650774,853.333,1042.437,938.299
1673,9.022042,30.52645188,853.887,1042.644,938.435
